Duração Entrevista;Data;Idioma;Idade;Genero;Dem_edu;Quantidade Educação Escolar;Tempo Trabalho;Pais;Dem_Expat;Cidade;Status Relacionamento;Filhos ou Dependentes;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;02/04/2020 13:05;PT-BR;25;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;yes;espirito santo;Married/cohabiting;1;Yes;Isolated;2;0;Program A;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1226;01/04/2020 13:15;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Paraíba;Single;0;Yes;Isolated;4;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1637;01/04/2020 13:12;PT-BR;23;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;2;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180;01/04/2020 12:56;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191;02/04/2020 12:39;PT;39;Male;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;1;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
873;01/04/2020 12:30;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781;01/04/2020 12:13;PT;37;Female;PhD/Doctorate;College degree;Self-employed;Brazil;no;Cabreúva;Married/cohabiting;3;Yes;Isolated;2;3;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26443;01/04/2020 19:07;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
672;02/04/2020 11:54;PT-BR;25;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;0;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4770;01/04/2020 12:33;PT-BR;22;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;NA;Rio de Janeirp;Single;0;Not sure;Life carries on with minor changes;3;1;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;01/04/2020 11:28;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de Janeiro;Single;2;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1019;01/04/2020 11:03;PT-BR;49;Female;PhD/Doctorate;None;Full time employed;Brazil;no;Bahia;Married/cohabiting;1;No;Isolated;1;1;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1244;01/04/2020 10:54;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1320;02/04/2020 10:42;PT-BR;21;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;01/04/2020 10:27;PT-BR;29;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;Rio de janeiro;Single;1;Yes;Isolated;1;2;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;02/04/2020 09:55;PT-BR;21;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;1;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
767;02/04/2020 09:57;PT-BR;22;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Rio Grande do Sul;Single;0;Yes;Life carries on with minor changes;0;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1688;01/04/2020 10:05;PT-BR;19;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Student;Brazil;no;Rio Grande do Norte;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1172;02/04/2020 09:21;PT;40;Other/would rather not say;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Lisboa;Other or would rather not say;0;Yes;Isolated;0;0;NA;Program C;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848;01/04/2020 09:07;PT-BR;50;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;RS;Married/cohabiting;2;Yes;Life carries on with minor changes;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
727;02/04/2020 08:48;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;RJ;Single;0;Yes;Isolated;1;0;NA;Program C;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1256;01/04/2020 08:54;PT-BR;23;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Other or would rather not say;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
879;01/04/2020 08:45;PT;53;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;1;0;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1325;02/04/2020 08:50;PT;57;Female;Some College, short continuing education or equivalent;College degree;Part time employed;Brazil;no;Brasilia DF;Divorced/widowed;1;Yes;Isolated;0;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;01/04/2020 08:21;PT-BR;34;Female;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;RJ;Divorced/widowed;0;Yes;Isolated;0;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
823;01/04/2020 08:11;PT-BR;20;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1805;01/04/2020 08:25;PT;47;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;São Paulo;Married/cohabiting;2;No;Isolated;1;0;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;01/04/2020 08:24;FR;28;Male;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;yes;pays d'origine: france;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;02/04/2020 07:23;PT-BR;27;Female;College degree, bachelor, master;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1045;01/04/2020 07:33;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;3;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2341;01/04/2020 07:44;PT-BR;27;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Not sure;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116;02/04/2020 07:22;PT-BR;22;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Not sure;Life carries on with minor changes;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;01/04/2020 07:13;PT-BR;21;Female;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;yes;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1016;01/04/2020 07:19;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;3;Not sure;Life carries on with minor changes;3;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1056;01/04/2020 07:16;PT-BR;25;NA;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rj;Single;0;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
738;02/04/2020 07:07;PT;22;Female;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;São Paulo;Single;0;Yes;Isolated;2;0;Program B;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
851;01/04/2020 07:08;PT-BR;25;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;4;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677;02/04/2020 07:05;PT-BR;20;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2883;01/04/2020 07:40;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;Program C;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28637;01/04/2020 14:49;PT-BR;20;Male;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;02/04/2020 06:57;PT-BR;21;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;01/04/2020 07:00;PT-BR;21;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;rio de janeiro;Single;0;Yes;Isolated;1;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1780;01/04/2020 07:17;PT-BR;21;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;Program D;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1184;01/04/2020 07:06;PT-BR;20;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;No;Life carries on with minor changes;2;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;01/04/2020 07:05;PT-BR;21;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;01/04/2020 06:59;PT-BR;21;Female;Some College, short continuing education or equivalent;PhD/Doctorate;Full time employed;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8685;01/04/2020 08:55;PT-BR;30;Female;College degree, bachelor, master;Up to 12 years of school;Student;Brazil;no;Paraíba;Single;0;Yes;Isolated;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377;02/04/2020 06:42;PT;23;Female;Some College, short continuing education or equivalent;College degree;Self-employed;Brazil;no;São Paulo;Single;3;Yes;Isolated;3;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;01/04/2020 06:23;PT-BR;20;Male;Some College, short continuing education or equivalent;Up to 9 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;2;0;Program A;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1927;01/04/2020 06:00;PT-BR;57;Female;College degree, bachelor, master;Up to 9 years of school;Self-employed;Brazil;no;Rj;Single;3;Yes;Isolated;3;0;NA;Program C;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1272;01/04/2020 05:25;PT;19;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;São Paulo;Single;0;Yes;Isolated;1;0;NA;Program D;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;01/04/2020 05:06;PT-BR;40;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Sao Paulo;Single;1;Yes;Isolated;0;0;Program A;NA;Not sure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1391;01/04/2020 03:56;FR;36;Male;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;yes;Brésil;Married/cohabiting;1;Yes;Isolated;1;0;Program B;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;02/04/2020 03:23;PT-BR;38;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;São Paulo;Married/cohabiting;1;Yes;Isolated;2;1;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;01/04/2020 01:06;PT-BR;37;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Student;Brazil;no;Rio de Janeiro;Married/cohabiting;1;No;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68842;02/04/2020 16:25;PT-BR;21;Other/would rather not say;Some College, short continuing education or equivalent;Some College or equivalent;Student;Brazil;no;rj;Other or would rather not say;1;Yes;Life carries on with minor changes;1;0;NA;Program C;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
822;01/04/2020 21:28;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio grande do sul;Single;2;Yes;Isolated;3;1;Program B;NA;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1077;31/03/2020 21:23;PT-BR;23;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;2;0;NA;Program D;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;01/04/2020 21:08;PT-BR;30;Female;Some College, short continuing education or equivalent;Up to 6 years of school;Full time employed;Brazil;no;Rio grande do Sul;Single;2;Yes;Isolated;4;1;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404;31/03/2020 21:13;PT-BR;23;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;0;0;Program A;NA;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
