PARTICIPANTES;ID_PESQUISA;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_islolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
208;22746;22931;14/04/2020 15:00;PT-BR;56;Male;College degree, bachelor, master;Up to 6 years of school;Retired;Brazil;no;SP;Single;1;Yes;Life carries on with minor changes;0;0;Program B;NA;No;2;3;3;3;2;3;3;3;4;3;2;2;4;4;8;0;4;0;0;0;0;4;4;3;2;2;2;5;5;5;2;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;2;4;2;4;4;1;4;3;4;5;4;5;5;3;99;6;99;4;5;3;99;99;6;3;3;3;4;99;4;3;4;4;4;5;3;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1;266.666.666.666.667;433.333.333.333.333;3;3;433.333.333.333.333;366.666.666.666.667;NA;NA
209;22757;1058;13/04/2020 08:50;PT-BR;56;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;NA;Rj;Divorced/widowed;0;Yes;Life carries on with minor changes;NA;0;NA;Program D;Yes;3;2;3;4;3;2;3;3;3;2;3;3;3;10;6;2;4;4;10;4;4;NA;NA;NA;NA;NA;5;5;3;3;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;5;5;4;4;4;5;4;4;5;4;4;4;5;5;99;5;3;5;2;99;99;6;5;4;4;5;4;4;2;5;5;5;5;2;6;4;NA;4;5;5;5;5;5;5;5;5;5;3;5;5;3;5;6;5;5;5;4;3;3;4;5;5;4;NA;3;2;2;5;5;3;NA;2.6;3;366.666.666.666.667;433.333.333.333.333;433.333.333.333.333;4;366.666.666.666.667;4.9;NA
210;22760;1071;13/04/2020 08:49;PT-BR;65;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;5;0;NA;Program D;No;3;4;3;3;4;3;4;3;3;3;2;2;2;5;9;2;4;2;2;7;7;5;6;5;5;5;3;4;4;5;2;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;5;3;4;3;5;2;2;4;4;5;1;5;6;6;6;6;6;2;2;5;2;6;4;6;6;6;2;2;2;5;2;2;5;5;6;6;NA;6;6;6;6;6;5;6;6;4;6;4;6;6;5;5;3;1;1;5;5;5;4;5;5;1;3;NA;5;5;5;5;5;4;A incerteza sobre quanto tempo e se algum dia chegaremos a eliminar esse vírus. O impacto desta incerteza abala qualquer segurança;2.9;2;2;366.666.666.666.667;333.333.333.333.333;433.333.333.333.333;533.333.333.333.333;5.7;NA
211;22761;1748;13/04/2020 08:59;PT-BR;65;Male;Some College, short continuing education or equivalent;Some College or equivalent;Not employed;Brazil;yes;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;1;0;Program A;NA;No;4;3;3;4;3;3;4;3;4;1;3;3;5;5;5;0;10;4;0;0;4;4;3;2;1;1;4;6;6;6;6;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;6;6;6;3;6;4;5;4;4;6;6;6;6;6;5;1;6;1;6;2;6;1;6;4;3;6;6;5;5;6;5;6;6;6;1;6;6;NA;2;1;6;2;4;4;3;6;6;4;2;NA;6;5;6;6;1;1;6;5;6;5;6;6;6;5;NA;NA;6;6;6;6;1;Saber a verdade de todo isto ! Tenho certeza que mentem no origem;2.8;366.666.666.666.667;3;533.333.333.333.333;5;433.333.333.333.333;433.333.333.333.333;3.8;NA
212;22842;1455;13/04/2020 08:09;PT-BR;57;Female;College degree, bachelor, master;Up to 12 years of school;Retired;Brazil;no;Minas Gerais;Single;0;Yes;Isolated;5;0;Program A;NA;Not sure;2;2;2;5;3;2;5;3;2;2;2;2;2;5;7;0;3;3;3;5;5;3;4;3;6;6;5;6;4;5;2;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;5;5;3;4;6;3;1;5;5;1;2;5;3;99;99;4;4;5;99;4;99;6;2;4;5;3;99;2;2;3;2;5;99;2;4;2;Situação dos vulneráveis;6;6;6;6;6;6;6;6;6;6;2;3;5;1;5;6;1;1;5;4;3;3;3;5;1;2;NA;3;3;3;3;3;3;Ouvir mais música  Fazer exercício físico  Tomar sol;2;2;166.666.666.666.667;466.666.666.666.667;433.333.333.333.333;533.333.333.333.333;366.666.666.666.667;6;NA
213;22860;1288;13/04/2020 07:54;PT-BR;68;Female;College degree, bachelor, master;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;6;0;Program A;NA;No;3;3;2;4;2;1;4;2;3;1;1;1;3;8;8;1;5;5;5;7;8;5;5;5;5;5;8;6;6;6;3;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;6;5;4;4;4;4;4;2;5;4;3;2;5;4;4;5;2;3;3;1;4;4;4;5;6;6;6;6;5;2;3;2;6;4;3;5;5;NA;6;6;6;6;6;4;5;6;5;6;5;4;4;5;5;3;2;3;NA;6;6;5;4;5;5;5;NA;6;6;6;5;2;1;NA;2.5;166.666.666.666.667;166.666.666.666.667;4;4;466.666.666.666.667;433.333.333.333.333;5.6;NA
214;22863;3434;13/04/2020 08:29;PT-BR;54;Female;College degree, bachelor, master;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;NA;0;Yes;Isolated;1;0;Program A;NA;No;4;4;3;3;1;3;3;1;3;4;3;3;3;5;5;3;3;3;1;3;3;6;6;6;6;6;3;3;5;5;5;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;6;6;3;4;5;5;3;5;5;3;3;5;6;5;2;2;3;3;2;5;2;5;6;6;6;6;3;2;2;6;2;3;5;5;5;6;NA;4;5;3;3;4;3;4;4;4;3;3;6;6;3;5;6;5;6;6;4;3;3;4;6;4;4;NA;4;4;4;6;4;3;Impotência;3.7;3;3;533.333.333.333.333;466.666.666.666.667;466.666.666.666.667;4;3.7;NA
215;22913;1087;13/04/2020 07:28;PT-BR;52;Male;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;2;0;NA;Program C;No;3;3;3;3;2;3;3;2;3;3;3;2;3;6;7;4;5;5;5;5;6;6;6;6;5;5;5;5;6;6;3;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;4;4;5;3;3;5;4;3;4;5;4;2;5;6;5;5;6;6;5;5;NA;4;6;5;5;6;5;2;5;6;5;6;6;6;5;6;6;NA;5;5;5;5;5;5;5;NA;5;5;5;5;5;5;5;5;3;3;5;5;5;5;5;4;NA;5;NA;6;6;6;6;6;6;NA;3.2;266.666.666.666.667;366.666.666.666.667;433.333.333.333.333;4;433.333.333.333.333;466.666.666.666.667;5;NA
216;22925;920;13/04/2020 07:20;PT-BR;46;Female;PhD/Doctorate;Some College or equivalent;Part time employed;Brazil;no;SP;Married/cohabiting;2;Yes;Isolated;2;0;NA;Program D;Not sure;3;3;3;4;2;3;4;4;2;2;2;2;4;5;7;4;5;8;9;9;1;6;6;6;6;5;0;6;6;6;1;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;5;4;2;4;2;6;3;4;4;5;5;4;5;1;2;1;1;1;3;1;1;1;2;6;6;6;6;1;1;1;1;2;1;2;1;1;1;NA;6;6;6;6;6;6;6;6;6;6;5;1;5;1;5;4;1;1;5;5;2;1;5;5;1;6;NA;4;5;6;6;3;3;NA;2.6;266.666.666.666.667;366.666.666.666.667;3;366.666.666.666.667;4;433.333.333.333.333;6;NA
217;22986;2039;13/04/2020 07:09;PT-BR;65;Female;College degree, bachelor, master;Up to 12 years of school;Retired;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Life carries on with minor changes;0;0;NA;Program D;No;2;1;1;5;5;3;5;4;3;1;2;1;2;8;10;5;5;7;5;8;8;4;5;5;4;NA;4;5;5;5;2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;5;3;5;4;5;4;2;3;5;2;5;5;1;99;99;1;2;2;2;5;99;5;2;5;5;5;99;2;5;2;2;3;5;5;4;2;NA;5;5;5;5;5;5;5;NA;4;5;5;3;5;1;5;4;5;2;5;5;2;4;5;5;4;4;NA;5;5;2;3;4;2;NA;1.6;166.666.666.666.667;2;333.333.333.333.333;433.333.333.333.333;433.333.333.333.333;3;488.888.888.888.889;NA
218;23018;1154;13/04/2020 06:43;PT-BR;34;Male;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;1;NA;Program D;No;4;3;2;2;2;3;3;2;4;4;3;2;4;6;7;0;0;0;6;7;0;4;5;5;6;6;1;4;4;4;4;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;5;5;2;4;4;5;3;4;4;3;2;5;5;3;4;5;5;3;2;4;4;6;4;5;5;5;5;5;3;4;3;3;4;4;5;3;NA;4;5;4;5;5;4;5;5;5;5;2;5;5;2;5;4;5;5;5;4;3;4;3;5;2;2;NA;4;2;3;3;3;5;NA;3.5;3;366.666.666.666.667;5;433.333.333.333.333;4;433.333.333.333.333;4.7;NA
219;23020;1629;13/04/2020 06:50;PT-BR;66;Female;College degree, bachelor, master;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro -rj;Single;3;Yes;Life carries on with minor changes;2;0;NA;Program C;No;3;3;3;3;3;3;5;3;4;3;3;4;4;5;8;2;4;5;5;2;5;6;6;6;6;6;8;6;6;6;1;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;4;6;5;6;5;5;4;5;5;2;6;5;5;4;6;4;5;4;5;5;5;5;5;5;5;5;5;1;6;6;6;5;5;6;1;NA;6;6;6;6;6;5;6;6;5;5;4;1;5;1;5;5;3;2;6;5;6;5;5;6;6;5;NA;5;5;5;5;5;5;NA;2.9;366.666.666.666.667;4;333.333.333.333.333;533.333.333.333.333;366.666.666.666.667;533.333.333.333.333;5.7;NA
220;23062;1129;14/04/2020 06:21;PT-BR;40;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Distrito Federal;Married/cohabiting;0;Yes;Isolated;1;0;Program B;NA;No;3;3;3;4;3;2;4;3;3;2;3;2;3;8;9;2;2;7;8;10;7;4;5;4;6;6;3;6;5;5;5;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;4;6;6;1;5;5;4;4;5;6;3;4;6;5;6;99;6;2;5;2;2;99;6;6;6;6;6;6;5;4;2;2;5;2;2;6;2;NA;6;6;6;6;6;6;6;6;6;6;4;4;6;4;6;4;4;4;5;5;4;5;5;5;5;5;NA;3;2;3;5;2;3;Em Meu país, o presidente está em campanha contra as medidas de isolamento propostas pelo ministro da saúde e os governadores dos estados. Isso é um fator bastante estressante.;2.6;266.666.666.666.667;233.333.333.333.333;6;466.666.666.666.667;466.666.666.666.667;4;6;NA
221;23104;463;14/04/2020 05:41;PT-BR;50;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;SP;Single;2;Yes;Life carries on with minor changes;2;0;NA;Program D;No;3;2;1;4;4;3;4;3;2;1;2;1;2;4;6;1;1;2;3;1;8;3;5;2;3;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;166.666.666.666.667;NA;NA;NA;NA;NA;NA;NA
222;23153;944;13/04/2020 05:26;PT-BR;41;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;1;NA;Program D;No;3;4;3;4;2;4;4;4;3;3;1;2;4;5;8;2;2;7;7;10;3;6;6;6;6;5;4;5;5;5;3;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;3;3;3;4;2;2;5;4;5;4;6;1;6;3;5;6;4;4;6;1;1;1;6;4;6;6;4;3;3;3;1;6;1;3;3;6;5;NA;NA;6;5;5;6;6;6;6;5;6;4;4;4;5;5;6;1;1;5;3;2;2;6;3;4;3;NA;6;6;4;3;6;3;NA;3;233.333.333.333.333;366.666.666.666.667;3;3;4;6;566.666.666.666.667;NA
223;23210;1362;13/04/2020 04:57;PT-BR;63;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Isolated;0;0;Program B;NA;Not sure;3;2;3;4;3;2;4;3;3;1;4;2;4;5;6;2;5;5;5;7;5;5;5;5;6;4;5;5;5;6;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;5;4;4;4;4;4;4;4;4;5;3;4;5;4;99;99;99;4;4;1;99;99;5;4;4;4;5;4;3;5;4;4;3;3;1;5;4;NA;5;4;4;4;4;5;4;6;4;4;4;3;4;1;4;5;1;2;4;4;5;4;4;5;1;4;NA;4;4;5;5;3;2;NA;2.4;333.333.333.333.333;3;366.666.666.666.667;4;4;366.666.666.666.667;4.4;NA
224;23237;407;14/04/2020 04:28;PT-BR;21;Female;Some College, short continuing education or equivalent;None;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;3;0;NA;Program D;No;5;4;4;2;1;5;3;3;5;3;2;3;4;6;7;5;5;6;8;8;5;NA;6;6;6;6;0;6;6;6;5;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1;3;NA;NA;NA;NA;NA;NA;NA
225;23589;1418;13/04/2020 02:00;PT-BR;49;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;3;0;NA;Program C;No;3;3;3;3;2;4;3;2;3;3;3;3;4;5;6;1;1;3;3;8;1;5;4;5;5;5;0;5;6;6;4;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;5;4;4;5;4;5;5;5;5;5;4;5;6;3;6;99;5;5;99;99;99;6;6;4;4;5;6;6;4;5;3;5;5;5;6;2;NA;4;4;4;5;4;4;5;5;4;5;5;4;4;3;5;3;1;1;4;3;4;4;4;4;1;4;NA;3;4;4;2;5;5;NA;3.3;333.333.333.333.333;266.666.666.666.667;4;466.666.666.666.667;4;433.333.333.333.333;4.4;NA
226;23883;47981;14/04/2020 13:03;PT-BR;44;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;Rj;Married/cohabiting;2;Yes;Life carries on with minor changes;2;1;NA;NA;NA;3;5;3;4;3;3;4;2;4;2;1;2;4;6;7;3;4;5;7;6;8;6;6;5;6;NA;0;5;6;5;2;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;1;5;6;4;5;5;6;5;5;5;5;6;2;5;5;99;5;5;5;NA;5;5;5;99;99;5;5;5;5;5;2;5;5;5;5;99;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1;233.333.333.333.333;3;4;533.333.333.333.333;4;533.333.333.333.333;NA;NA
227;23957;2520;12/04/2020 23:29;PT-BR;60;Female;College degree, bachelor, master;Up to 12 years of school;Retired;Brazil;no;São Paulo;Divorced/widowed;2;Yes;Life carries on with minor changes;2;0;Program B;NA;No;2;2;3;4;5;2;4;5;2;2;2;2;1;5;6;3;5;3;2;0;7;2;2;2;2;2;4;5;5;6;1;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;6;6;2;3;3;6;3;3;5;5;5;1;5;5;2;1;6;2;5;3;2;99;6;2;2;2;5;1;2;2;1;2;2;5;1;5;6;Aumento da corrupção pelos governos;6;4;4;5;5;4;5;5;5;5;3;2;5;2;5;6;1;1;5;5;4;4;5;6;4;3;NA;2;2;2;2;2;3;NA;1.9;166.666.666.666.667;266.666.666.666.667;4;4;466.666.666.666.667;533.333.333.333.333;4.8;NA
228;23992;839;13/04/2020 22:20;PT-BR;56;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;0;0;Program A;NA;No;3;2;3;4;1;3;4;3;3;2;3;2;3;6;7;2;2;5;6;8;1;5;5;5;5;5;3;5;6;4;2;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;5;5;4;4;5;6;5;4;4;5;4;5;5;4;4;4;3;3;5;1;4;99;4;5;5;6;5;4;2;2;4;5;4;5;3;5;4;NA;4;5;5;4;4;4;5;4;4;4;4;3;4;2;4;4;1;1;5;5;3;1;4;4;1;4;NA;2;4;4;2;4;3;NA;2.8;266.666.666.666.667;233.333.333.333.333;4;533.333.333.333.333;4;366.666.666.666.667;4.3;NA
229;24009;1822;12/04/2020 22:16;PT-BR;61;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;yes;Rio de janeiro;Single;1;Yes;Isolated;1;0;Program A;NA;Yes;4;3;3;4;1;3;4;3;5;4;1;1;2;6;8;3;3;7;7;10;5;6;6;6;6;6;4;6;5;3;2;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;6;5;5;5;2;6;5;4;2;5;2;6;6;2;5;99;5;2;6;2;5;99;2;1;6;6;5;6;6;5;2;5;99;5;1;5;6;NA;2;5;6;5;1;2;2;6;2;5;3;1;6;5;5;6;6;5;6;6;2;6;6;6;6;6;NA;2;6;2;2;2;4;Passo a passo do isolamento : negação, ansiedade, impotência, desespero e aceitação;3.4;133.333.333.333.333;166.666.666.666.667;4;433.333.333.333.333;333.333.333.333.333;3;3.6;NA
230;24021;301;13/04/2020 22:01;PT-BR;57;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de janeiro;Married/cohabiting;1;Yes;Isolated in medical facility of similar location;2;0;NA;NA;NA;4;4;4;2;2;2;2;2;4;3;2;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7;3;NA;NA;NA;NA;NA;NA;NA
231;24036;1501;12/04/2020 21:44;PT-BR;67;Female;College degree, bachelor, master;Some College or equivalent;Retired;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Isolated;1;0;NA;Program D;No;3;4;3;3;3;2;4;3;3;3;3;2;3;8;8;1;4;3;4;7;6;5;5;5;5;5;4;5;5;5;3;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;4;4;4;3;5;3;2;4;5;3;4;4;4;99;99;99;3;3;3;2;2;5;4;5;5;5;99;3;2;4;3;3;5;4;5;2;Incerteza;4;4;4;4;4;4;4;5;4;4;4;5;5;4;4;5;2;2;5;5;2;4;2;5;4;4;NA;5;2;2;5;5;2;A incerteza em relação aos efeitos, duração, cura me impacta muito.;2.9;266.666.666.666.667;3;366.666.666.666.667;366.666.666.666.667;466.666.666.666.667;333.333.333.333.333;4.1;NA
232;24054;1445;12/04/2020 21:12;PT-BR;61;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;1;0;Program A;NA;No;3;3;3;4;3;2;4;3;3;3;2;1;2;4;5;9;4;6;6;9;5;5;5;5;5;5;4;5;6;6;3;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;5;4;5;4;4;3;1;5;6;3;3;5;3;4;2;5;3;4;2;2;2;5;5;5;6;5;2;4;4;4;4;2;5;1;5;2;NA;6;5;5;6;6;4;6;6;6;6;5;2;5;2;4;4;2;2;4;5;5;5;5;5;5;5;NA;5;5;5;4;4;3;NA;2.7;166.666.666.666.667;266.666.666.666.667;366.666.666.666.667;366.666.666.666.667;566.666.666.666.667;4;5.6;NA
233;24060;994;12/04/2020 20:50;PT-BR;59;Female;PhD/Doctorate;Some College or equivalent;Self-employed;Brazil;no;Rio de janeiro;Divorced/widowed;0;Yes;Isolated;0;0;NA;Program D;No;3;2;3;3;2;1;4;3;1;1;3;2;3;8;9;4;4;7;7;8;4;NA;NA;NA;NA;NA;0;6;6;6;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;6;5;2;4;5;5;2;5;5;3;2;5;5;2;2;5;2;4;2;2;2;5;5;6;5;5;5;5;2;3;2;2;5;2;5;2;NA;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;2;2;2;5;2;2;5;5;2;5;NA;NA;NA;5;NA;NA;NA;NA;2.3;266.666.666.666.667;2;533.333.333.333.333;466.666.666.666.667;5;433.333.333.333.333;5;NA
234;24061;1030;13/04/2020 20:46;PT-BR;33;Female;Some College, short continuing education or equivalent;Up to 9 years of school;Full time employed;Brazil;no;Paraná;Single;0;Yes;Life carries on with minor changes;3;0;Program A;NA;No;4;3;4;3;2;3;3;4;4;3;1;1;2;5;5;1;1;1;1;5;1;3;6;6;6;4;0;6;6;5;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;4;5;6;2;2;5;2;1;5;5;5;3;5;3;4;1;5;4;2;6;1;1;6;6;6;6;6;1;2;3;3;6;1;6;6;6;2;NA;6;6;6;6;6;4;6;6;4;6;5;4;5;4;5;5;4;4;4;5;1;4;5;5;6;6;NA;6;4;5;2;3;1;NA;3.3;133.333.333.333.333;3;533.333.333.333.333;3;533.333.333.333.333;466.666.666.666.667;5.6;NA
235;24088;280;13/04/2020 19:16;PT-BR;52;Female;College degree, bachelor, master;Up to 12 years of school;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
